,Year,Data
0,2010.876712328767,-0.08732733077738036
1,2010.8794520547945,-0.08779240802472528
2,2010.8821917808218,-0.0887586982547938
3,2010.8849315068492,-0.08654356269554689
4,2010.8876712328768,-0.08902335585810028
5,2010.890410958904,-0.08788044920605685
6,2010.8931506849315,-0.0886819829031716
7,2010.895890410959,-0.08593919376827755
8,2010.8986301369864,-0.08593919376827755
9,2010.9013698630138,-0.08721527397322716
10,2010.9041095890411,-0.08721527397322716
11,2010.9068493150685,-0.08788618651189789
12,2010.9095890410958,-0.08788618651189789
13,2010.9123287671232,-0.08498494595412477
14,2010.9150684931506,-0.08498494595412477
15,2010.917808219178,-0.08270968883365781
16,2010.9205479452055,-0.08270968883365781
17,2010.9232876712329,-0.0814380561951731
18,2010.9260273972604,-0.0814380561951731
19,2010.9287671232878,-0.08145154620368542
20,2010.9315068493152,-0.08145154620368542
21,2010.9342465753425,-0.08453747253524087
22,2010.9369863013699,-0.08453747253524087
23,2010.9397260273972,-0.08522612419645018
24,2010.9424657534246,-0.08522612419645018
25,2010.945205479452,-0.0849571927549457
26,2010.9479452054793,-0.08481162499666063
27,2010.9506849315069,-0.08528765162773505
28,2010.9534246575342,-0.08640106120805466
29,2010.9561643835616,-0.08745477864252675
30,2010.9589041095892,-0.08672771449213042
31,2010.9616438356165,-0.08672285479496768
32,2010.964383561644,-0.0872908974875803
33,2010.9671232876713,-0.08741752003718824
34,2010.9698630136986,-0.08575188088180644
35,2010.972602739726,-0.08513413373180186
36,2010.9753424657533,-0.08417238850067363
37,2010.9780821917807,-0.08417238850067363
38,2010.9808219178083,-0.08601976487648688
39,2010.9835616438356,-0.08601976487648688
40,2010.986301369863,-0.0848515024948118
41,2010.9890410958906,-0.0848515024948118
42,2010.991780821918,-0.08207109059045573
43,2010.9945205479453,-0.08207109059045573
44,2010.9972602739726,-0.07653302310537284
45,2011.0,-0.07653302310537284
46,2011.0027397260274,-0.07262641971215728
47,2011.0054794520547,-0.07262641971215728
48,2011.008219178082,-0.07187155603921855
49,2011.0109589041094,-0.07187155603921855
50,2011.013698630137,-0.07127933706425105
51,2011.0164383561644,-0.07127933706425105
52,2011.0191780821917,-0.06968624133870902
53,2011.0219178082193,-0.06966724738912065
54,2011.0246575342467,-0.06939358735427166
55,2011.027397260274,-0.06965932733721159
56,2011.0301369863014,-0.06701317372545315
57,2011.0328767123287,-0.07029625243042228
58,2011.035616438356,-0.0682950146480473
59,2011.0383561643835,-0.06635125799381451
60,2011.0410958904108,-0.06404535672028665
61,2011.0438356164384,-0.06434390882066351
62,2011.0465753424658,-0.06280255890476875
63,2011.0493150684931,-0.06413863229939912
64,2011.0520547945207,-0.06413863229939912
65,2011.054794520548,-0.06422394911590794
66,2011.0575342465754,-0.06422394911590794
67,2011.0602739726028,-0.06437427515184287
68,2011.0630136986301,-0.06437427515184287
69,2011.0657534246575,-0.06365642705495318
70,2011.0684931506848,-0.06365642705495318
71,2011.0712328767122,-0.060372804462440324
72,2011.0739726027396,-0.060372804462440324
73,2011.0767123287671,-0.05937430714945971
74,2011.0794520547945,-0.05937430714945971
75,2011.082191780822,-0.055902841721328235
76,2011.0849315068494,-0.055902841721328235
77,2011.0876712328768,-0.05347954923156867
78,2011.0904109589042,-0.05347954923156867
79,2011.0931506849315,-0.05216462697921629
80,2011.0958904109589,-0.05216462697921629
81,2011.0986301369862,-0.0490828609619443
82,2011.1013698630136,-0.048631420559983776
83,2011.104109589041,-0.047532019204174956
84,2011.1068493150685,-0.04686638176056306
85,2011.109589041096,-0.04465518750288944
86,2011.1123287671232,-0.04552194103185693
87,2011.1150684931508,-0.04126199779176909
88,2011.1178082191782,-0.04248382039806732
89,2011.1205479452055,-0.04046181943072856
90,2011.123287671233,-0.04055431100365696
91,2011.1260273972603,-0.03973417785095226
92,2011.1287671232876,-0.038847457597633486
93,2011.131506849315,-0.038847457597633486
94,2011.1342465753423,-0.03810878997742944
95,2011.13698630137,-0.03810878997742944
96,2011.1397260273973,-0.040080854669581216
97,2011.1424657534246,-0.040080854669581216
98,2011.1452054794522,-0.039839922422429105
99,2011.1479452054796,-0.039839922422429105
100,2011.150684931507,-0.037719156231452756
101,2011.1534246575343,-0.037719156231452756
102,2011.1561643835616,-0.038727114194213416
103,2011.158904109589,-0.038727114194213416
104,2011.1616438356164,-0.04148137255796814
105,2011.1643835616437,-0.04148137255796814
106,2011.167123287671,-0.04220105321160431
107,2011.1698630136987,-0.04220105321160431
108,2011.172602739726,-0.04429851916822987
109,2011.1753424657534,-0.04429851916822987
110,2011.178082191781,-0.047200614946208586
111,2011.1808219178083,-0.04639787119154876
112,2011.1835616438357,-0.04864050516749166
113,2011.186301369863,-0.04904341265609842
114,2011.1890410958904,-0.05068657841852222
115,2011.1917808219177,-0.052874968849428154
116,2011.194520547945,-0.052069035087898764
117,2011.1972602739725,-0.05250379258121709
118,2011.2,-0.05253540114827094
119,2011.2027397260274,-0.05728783734971136
120,2011.2054794520548,-0.0580746962647418
121,2011.2082191780823,-0.06086626279446004
122,2011.2109589041097,-0.06086626279446004
123,2011.213698630137,-0.06221986676883284
124,2011.2164383561644,-0.06221986676883284
125,2011.2191780821918,-0.06832027129631936
126,2011.2219178082191,-0.06832027129631936
127,2011.2246575342465,-0.07213474411111603
128,2011.2273972602738,-0.07213474411111603
129,2011.2301369863012,-0.07504976047798938
130,2011.2328767123288,-0.07504976047798938
131,2011.2356164383561,-0.07804794677248793
132,2011.2383561643837,-0.07809083732376632
133,2011.241095890411,-0.08012896511859227
134,2011.2438356164384,-0.0817350563494233
135,2011.2465753424658,-0.0841018590208523
136,2011.2493150684932,-0.0841018590208523
137,2011.2520547945205,-0.08690018066554821
138,2011.2547945205479,-0.08690018066554821
139,2011.2575342465752,-0.08850835465570497
140,2011.2602739726026,-0.08781989600982536
141,2011.2630136986302,-0.090581499931909
142,2011.2657534246575,-0.09036798791372123
143,2011.268493150685,-0.09280452561973533
144,2011.2712328767125,-0.09558751611233232
145,2011.2739726027398,-0.09847907963361507
146,2011.2767123287672,-0.10179978393864375
147,2011.2794520547945,-0.10477134021069842
148,2011.282191780822,-0.10844504373750989
149,2011.2849315068493,-0.10844504373750989
150,2011.2876712328766,-0.11086034973953669
151,2011.290410958904,-0.11320041327438203
152,2011.2931506849316,-0.11391214121013088
153,2011.295890410959,-0.1182364652625128
154,2011.2986301369863,-0.11972936042064938
155,2011.3013698630139,-0.12156538076159693
156,2011.3041095890412,-0.11992734153684906
157,2011.3068493150686,-0.11967067683811844
158,2011.309589041096,-0.11925107492487677
159,2011.3123287671233,-0.11882547785562383
160,2011.3150684931506,-0.11885919580665992
161,2011.317808219178,-0.11720313810162059
162,2011.3205479452054,-0.11825042077023167
163,2011.3232876712327,-0.11738676592094226
164,2011.3260273972603,-0.11808867339487547
165,2011.3287671232877,-0.11705973549669228
166,2011.331506849315,-0.11772619706038377
167,2011.3342465753426,-0.1189115416888474
168,2011.33698630137,-0.11854541533232273
169,2011.3397260273973,-0.11778678378788143
170,2011.3424657534247,-0.11747493837515004
171,2011.345205479452,-0.12055567085657846
172,2011.3479452054794,-0.11970405525698277
173,2011.3506849315067,-0.12427502794916727
174,2011.353424657534,-0.12412606730331394
175,2011.3561643835617,-0.12953961819435056
176,2011.358904109589,-0.13126057674360733
177,2011.3616438356164,-0.13646101420694023
178,2011.364383561644,-0.13646101420694023
179,2011.3671232876713,-0.1378273143781541
180,2011.3698630136987,-0.14499842428459125
181,2011.372602739726,-0.14399087277511552
182,2011.3753424657534,-0.14948627916326315
183,2011.3780821917808,-0.1484792806249715
184,2011.3808219178081,-0.15117578470196383
185,2011.3835616438355,-0.14869805717976942
186,2011.3863013698628,-0.1497533138618859
187,2011.3890410958904,-0.14642374933227373
188,2011.3917808219178,-0.14882147310754962
189,2011.3945205479454,-0.14697471888963248
190,2011.3972602739727,-0.14754797893874882
191,2011.4,-0.1489443298994135
192,2011.4027397260274,-0.15068429200598285
193,2011.4054794520548,-0.15263387546664217
194,2011.4082191780822,-0.1536249846540146
195,2011.4109589041095,-0.1546249100582741
196,2011.4136986301369,-0.15628310692025238
197,2011.4164383561642,-0.15628310692025238
198,2011.4191780821918,-0.15536879574303805
199,2011.4219178082192,-0.15536879574303805
200,2011.4246575342465,-0.1589906597861759
201,2011.4273972602741,-0.1589906597861759
202,2011.4301369863015,-0.1653334566910975
203,2011.4328767123288,-0.1653334566910975
204,2011.4356164383562,-0.1680916148768893
205,2011.4383561643835,-0.1680916148768893
206,2011.441095890411,-0.1665770971897717
207,2011.4438356164383,-0.16718657145015245
208,2011.4465753424656,-0.1651753680038944
209,2011.4493150684932,-0.16394214518709196
210,2011.4520547945206,-0.16168426075530212
211,2011.454794520548,-0.16345169218888395
212,2011.4575342465755,-0.16325373618630443
213,2011.4602739726029,-0.16147726082964525
214,2011.4630136986302,-0.16010154526253545
215,2011.4657534246576,-0.15950707966818317
216,2011.468493150685,-0.16086222892006757
217,2011.4712328767123,-0.15966704464214904
218,2011.4739726027397,-0.16152123214072653
219,2011.476712328767,-0.16205066088228537
220,2011.4794520547944,-0.1668096254321121
221,2011.482191780822,-0.1674490616114003
222,2011.4849315068493,-0.1706866644942952
223,2011.4876712328767,-0.17115688773802823
224,2011.4904109589042,-0.17180304309944114
225,2011.4931506849316,-0.17153812795333417
226,2011.495890410959,-0.17153812795333417
227,2011.4986301369863,-0.16863830232971472
228,2011.5013698630137,-0.16863830232971472
229,2011.504109589041,-0.17148328430590032
230,2011.5068493150684,-0.17148328430590032
231,2011.5095890410958,-0.17368533417779394
232,2011.5123287671233,-0.17368533417779394
233,2011.5150684931507,-0.17098287024554434
234,2011.517808219178,-0.17098287024554434
235,2011.5205479452056,-0.16468578855580132
236,2011.523287671233,-0.16621633774119524
237,2011.5260273972603,-0.1626340591668379
238,2011.5287671232877,-0.16527634760310717
239,2011.531506849315,-0.16161830070469752
240,2011.5342465753424,-0.1554329516614942
241,2011.5369863013698,-0.15428202124744192
242,2011.5397260273971,-0.14754418344312206
243,2011.5424657534245,-0.14711019334458683
244,2011.545205479452,-0.1419555431529604
245,2011.5479452054794,-0.14073970811315012
246,2011.5506849315068,-0.13863957956714426
247,2011.5534246575344,-0.14124904584409828
248,2011.5561643835617,-0.13754114180122748
249,2011.558904109589,-0.14076985142516718
250,2011.5616438356165,-0.13838111677762074
251,2011.5643835616438,-0.14033761315395268
252,2011.5671232876712,-0.13783715804937502
253,2011.5698630136985,-0.13783715804937502
254,2011.5726027397259,-0.13635614525328124
255,2011.5753424657535,-0.13635614525328124
256,2011.5780821917808,-0.1359208937568819
257,2011.5808219178082,-0.1359208937568819
258,2011.5835616438358,-0.1367433856918267
259,2011.5863013698631,-0.1367433856918267
260,2011.5890410958905,-0.13447366188893525
261,2011.5917808219178,-0.13447366188893525
262,2011.5945205479452,-0.1317730087391706
263,2011.5972602739726,-0.1317730087391706
264,2011.6,-0.12818389954467285
265,2011.6027397260273,-0.12836523285595772
266,2011.6054794520546,-0.12813965721112924
267,2011.6082191780822,-0.12772156644906596
268,2011.6109589041096,-0.12657313619668412
269,2011.6136986301372,-0.12347976812314032
270,2011.6164383561645,-0.12395894237410056
271,2011.6191780821919,-0.12083514141303163
272,2011.6219178082192,-0.12144519701408345
273,2011.6246575342466,-0.12077210677380865
274,2011.627397260274,-0.12034488125053215
275,2011.6301369863013,-0.11950389745054928
276,2011.6328767123287,-0.12055319967872213
277,2011.635616438356,-0.121176641538026
278,2011.6383561643836,-0.12291127586177535
279,2011.641095890411,-0.12293974494545334
280,2011.6438356164383,-0.12408354095109181
281,2011.646575342466,-0.12375975808480351
282,2011.6493150684933,-0.12375975808480351
283,2011.6520547945206,-0.12233736453079708
284,2011.654794520548,-0.12233736453079708
285,2011.6575342465753,-0.1230515421279732
286,2011.6602739726027,-0.1230515421279732
287,2011.66301369863,-0.1256359053436127
288,2011.6657534246574,-0.1256359053436127
289,2011.668493150685,-0.12274145089644127
290,2011.6712328767123,-0.12274145089644127
291,2011.6739726027397,-0.11938215430449949
292,2011.6767123287673,-0.11938215430449949
293,2011.6794520547946,-0.11682630554646023
294,2011.682191780822,-0.1203338849446674
295,2011.6849315068494,-0.11843415652561273
296,2011.6876712328767,-0.11897059026429573
297,2011.690410958904,-0.11748555171812254
298,2011.6931506849314,-0.11360849477194167
299,2011.6958904109588,-0.11202454246582869
300,2011.6986301369861,-0.10996710030573428
301,2011.7013698630137,-0.11107781246005088
302,2011.704109589041,-0.11119647335499064
303,2011.7068493150684,-0.11207198584034556
304,2011.709589041096,-0.11257290133625408
305,2011.7123287671234,-0.11454793037984388
306,2011.7150684931507,-0.11484190186394314
307,2011.717808219178,-0.115409408694901
308,2011.7205479452055,-0.1161834495771929
309,2011.7232876712328,-0.11685788311557296
310,2011.7260273972602,-0.11800592868914152
311,2011.7287671232875,-0.12128945470144545
312,2011.731506849315,-0.12240201259333315
313,2011.7342465753425,-0.1257441136044712
314,2011.7369863013698,-0.12523766211315418
315,2011.7397260273974,-0.12879186355069458
316,2011.7424657534248,-0.1287427913621469
317,2011.7452054794521,-0.1309977261383888
318,2011.7479452054795,-0.13018728255071874
319,2011.7506849315068,-0.13219049945134778
320,2011.7534246575342,-0.13363289408944734
321,2011.7561643835616,-0.1362574024164368
322,2011.758904109589,-0.1367443953302087
323,2011.7616438356163,-0.13875008166623484
324,2011.7643835616439,-0.1395907764359088
325,2011.7671232876712,-0.13737659035754685
326,2011.7698630136988,-0.13724864518204052
327,2011.7726027397262,-0.13990354081168016
328,2011.7753424657535,-0.14105684545358266
329,2011.7780821917809,-0.14286876562693454
330,2011.7808219178082,-0.14379019458254838
331,2011.7835616438356,-0.1442099811994246
332,2011.786301369863,-0.14562508496556406
333,2011.7890410958903,-0.14590150400052748
334,2011.7917808219177,-0.14770919342811903
335,2011.7945205479452,-0.1482333605040509
336,2011.7972602739726,-0.14959287546008193
337,2011.8,-0.15026673378995092
338,2011.8027397260275,-0.1504073421936889
339,2011.805479452055,-0.14992454761247348
340,2011.8082191780823,-0.15164191119443982
341,2011.8109589041096,-0.15315074779332433
342,2011.813698630137,-0.1555350436509309
343,2011.8164383561643,-0.15737798348359666
344,2011.8191780821917,-0.1610147221077163
345,2011.821917808219,-0.16255459173891226
346,2011.8246575342466,-0.16495240978768394
347,2011.827397260274,-0.16502933603732198
348,2011.8301369863013,-0.1664898475877391
349,2011.832876712329,-0.16791637131943954
350,2011.8356164383563,-0.17253282376880474
351,2011.8383561643836,-0.1752055601993254
352,2011.841095890411,-0.179549077176153
353,2011.8438356164384,-0.1822889589289795
354,2011.8465753424657,-0.18237992254095825
355,2011.849315068493,-0.18490903752328425
356,2011.8520547945204,-0.18584227943585177
357,2011.8547945205478,-0.18828434530177696
358,2011.8575342465754,-0.19088083942949138
359,2011.8602739726027,-0.19527407839430405
360,2011.86301369863,-0.1977340101652032
361,2011.8657534246577,-0.20021125518760408
362,2011.868493150685,-0.20192767349061697
363,2011.8712328767124,-0.20412943501211211
364,2011.8739726027397,-0.20538154110266468
365,2011.876712328767,-0.20630575012405236
366,2011.8794520547945,-0.20639004029467378
367,2011.8821917808218,-0.20711404980360743
368,2011.8849315068492,-0.20745382519160385
369,2011.8876712328768,-0.2120644775529411
370,2011.890410958904,-0.21245159178862125
371,2011.8931506849315,-0.21155789702852812
372,2011.895890410959,-0.21368665571860804
373,2011.8986301369864,-0.21272723529462212
374,2011.9013698630138,-0.2129619448283846
375,2011.9041095890411,-0.21195904951848285
376,2011.9068493150685,-0.21195904951848285
377,2011.9095890410958,-0.21229381377393017
378,2011.9123287671232,-0.21229381377393017
379,2011.9150684931506,-0.21899294166396935
380,2011.917808219178,-0.21899294166396935
381,2011.9205442024104,-0.22568743275944456
382,2011.9232801856426,-0.22568743275944456
383,2011.9260161688749,-0.23160337769601588
384,2011.9287521521073,-0.23160337769601588
385,2011.9314881353394,-0.2381988645211312
386,2011.9342241185718,-0.2381988645211312
387,2011.936960101804,-0.239904147023795
388,2011.9396960850363,-0.239904147023795
389,2011.9424320682685,-0.24148665933472685
390,2011.9451680515008,-0.24148665933472685
391,2011.9479040347333,-0.24447210805670308
392,2011.9506400179655,-0.24447210805670308
393,2011.9533760011977,-0.24666797178566724
394,2011.95611198443,-0.24715031349686045
395,2011.9588479676622,-0.24855475412819267
396,2011.9615839508945,-0.2487097108906461
397,2011.9643199341267,-0.24996024848594042
398,2011.9670559173592,-0.25301329802121225
399,2011.9697919005914,-0.25430970130920866
400,2011.9725278838237,-0.2551423018867647
401,2011.975263867056,-0.25702679743852186
402,2011.9779998502881,-0.2585002350484139
403,2011.9807358335206,-0.25912674387101947
404,2011.9834718167526,-0.2564411525804627
405,2011.986207799985,-0.2564411525804627
406,2011.9889437832173,-0.25620455125135905
407,2011.9916797664496,-0.25620455125135905
408,2011.9944157496818,-0.2568380478002711
409,2011.997151732914,-0.2568380478002711
410,2011.9998877161465,-0.2558528091097837
411,2012.0026236993785,-0.2558528091097837
412,2012.005359682611,-0.25376580319933456
413,2012.0080956658433,-0.25376580319933456
414,2012.0108316490755,-0.25035268204475175
415,2012.013567632308,-0.25035268204475175
416,2012.01630361554,-0.2494697222788816
417,2012.0190395987725,-0.2494697222788816
418,2012.0217755820045,-0.24821994237553272
419,2012.024511565237,-0.24821994237553272
420,2012.0272475484692,-0.24737650601559635
421,2012.0299835317014,-0.24739518736472793
422,2012.032719514934,-0.24735342733143798
423,2012.035455498166,-0.2479431516914786
424,2012.0381914813984,-0.24759241139420832
425,2012.0409274646304,-0.24907110353184758
426,2012.0436634478629,-0.24926824132850559
427,2012.0463994310953,-0.24725725234836154
428,2012.0491354143273,-0.24859126974860818
429,2012.0518713975598,-0.24412077417099712
430,2012.0546073807918,-0.24514173269898162
431,2012.0573433640243,-0.24304913143064164
432,2012.0600793472565,-0.24304913143064164
433,2012.0628153304888,-0.24053541729596215
434,2012.0655513137212,-0.24053541729596215
435,2012.0682872969533,-0.24021114059767945
436,2012.0710232801857,-0.24021114059767945
437,2012.0737592634177,-0.24315426899364204
438,2012.0764952466502,-0.24315426899364204
439,2012.0792312298825,-0.23543186214748452
440,2012.0819672131147,-0.23543186214748452
441,2012.0846994535518,-0.23174417682137738
442,2012.087431693989,-0.23174417682137738
443,2012.090163934426,-0.22993924802510915
444,2012.0928961748634,-0.22993924802510915
