,0
2010.876712328767,1.8002025889885076
2010.8794520547945,1.8002025889885076
2010.8821917808218,1.8002025889885076
2010.8849315068492,1.8002025889885076
2010.8876712328768,1.8002025889885076
2010.890410958904,1.8002025889885076
2010.8931506849315,1.8002025889885076
2010.895890410959,1.8002025889885076
2010.8986301369864,1.8002025889885076
2010.9013698630138,1.8002025889885076
2010.9041095890411,1.8080520372751747
2010.9068493150685,1.8080520372751747
2010.9095890410958,2.004508646007431
2010.9123287671232,2.004508646007431
2010.9150684931506,2.1927814671878547
2010.917808219178,2.1927814671878547
2010.9205479452055,2.1927814671878547
2010.9232876712329,2.1927814671878547
2010.9260273972604,2.1927814671878547
2010.9287671232878,2.1927814671878547
2010.9315068493152,2.1927814671878547
2010.9342465753425,2.1927814671878547
2010.9369863013699,2.1927814671878547
2010.9397260273972,2.1927814671878547
2010.9424657534246,2.1927814671878547
2010.945205479452,2.1927814671878547
2010.9479452054793,2.1927814671878547
2010.9506849315069,2.1927814671878547
2010.9534246575342,2.1927814671878547
2010.9561643835616,2.1927814671878547
2010.9589041095892,2.1927814671878547
2010.9616438356165,2.1927814671878547
2010.964383561644,2.1927814671878547
2010.9671232876713,2.1927814671878547
2010.9698630136986,2.1927814671878547
2010.972602739726,2.1927814671878547
2010.9753424657533,2.1927814671878547
2010.9780821917807,2.1927814671878547
2010.9808219178083,2.1927814671878547
2010.9835616438356,2.5684540135448857
2010.986301369863,2.5684540135448857
2010.9890410958906,2.755243117272851
2010.991780821918,2.755243117272851
2010.9945205479453,2.905833548794778
2010.9972602739726,2.905833548794778
2011.0,2.905833548794778
2011.0027397260274,2.905833548794778
2011.0054794520547,2.905833548794778
2011.008219178082,2.905833548794778
2011.0109589041094,2.905833548794778
2011.013698630137,2.905833548794778
2011.0164383561644,2.905833548794778
2011.0191780821917,2.905833548794778
2011.0219178082193,2.905833548794778
2011.0246575342467,2.905833548794778
2011.027397260274,2.905833548794778
2011.0301369863014,2.905833548794778
2011.0328767123287,2.905833548794778
2011.035616438356,2.905833548794778
2011.0383561643835,2.905833548794778
2011.0410958904108,2.905833548794778
2011.0438356164384,2.905833548794778
2011.0465753424658,2.905833548794778
2011.0493150684931,2.905833548794778
2011.0520547945207,2.905833548794778
2011.054794520548,2.905833548794778
