,Year,KAN_M
169,2008.688524590164,-0.3087732567235342
170,2008.6886384335155,-0.3082732567235341
171,2008.688752276867,-0.3082732567235341
172,2008.6888661202183,-0.3087732567235342
173,2008.68897996357,-0.3092732567235342
174,2008.6890938069216,-0.3082732567235342
175,2008.6892076502727,-0.3087732567235342
176,2008.689321493625,-0.3082732567235342
177,2008.6894353369764,-0.3192732567235342
178,2008.689549180328,-0.3262732567235344
179,2008.6896630236797,-0.3452732567235342
180,2008.689776867031,-0.3362732567235344
181,2008.6898907103823,-0.3427732567235343
182,2008.690004553734,-0.3457732567235342
183,2008.6901183970856,-0.3492732567235344
184,2008.690232240437,-0.3442732567235342
185,2008.6903460837889,-0.3222732567235342
186,2008.69045992714,-0.3152732567235343
187,2008.690573770492,-0.3122732567235342
188,2008.6906876138432,-0.3127732567235342
189,2008.690801457195,-0.3132732567235341
190,2008.6909153005463,-0.3107732567235342
191,2008.691029143898,-0.3112732567235341
192,2008.6911429872496,-0.3107732567235342
193,2008.691256830601,-0.3122732567235339
194,2008.6913706739529,-0.3117732567235341
195,2008.691484517304,-0.3112732567235341
196,2008.691598360656,-0.3122732567235342
197,2008.6917122040072,-0.3132732567235343
198,2008.6918260473587,-0.3137732567235343
199,2008.6919398907105,-0.3127732567235342
200,2008.692053734062,-0.3137732567235343
201,2008.6921675774136,-0.3142732567235342
202,2008.692281420765,-0.3157732567235343
203,2008.6923952641168,-0.3157732567235343
204,2008.692509107468,-0.3157732567235341
205,2008.69262295082,-0.3157732567235341
206,2008.6927367941712,-0.3162732567235341
207,2008.6928506375227,-0.3157732567235342
208,2008.6929644808745,-0.3162732567235341
209,2008.6930783242256,-0.3152732567235342
210,2008.6931921675773,-0.3152732567235342
211,2008.693306010929,-0.3162732567235342
212,2008.6934198542808,-0.3157732567235343
213,2008.693533697632,-0.3152732567235341
214,2008.693647540984,-0.3162732567235342
215,2008.6937613843352,-0.3157732567235343
216,2008.6938752276867,-0.3152732567235341
217,2008.6939890710385,-0.3142732567235342
218,2008.6941029143895,-0.3487732567235342
219,2008.6942167577413,-0.3157732567235341
220,2008.6943306010928,-0.3157732567235341
221,2008.6944444444443,-0.3167732567235343
222,2008.694558287796,-0.3167732567235343
223,2008.694672131148,-0.3167732567235343
224,2008.6947859744992,-0.3177732567235343
225,2008.694899817851,-0.3187732567235343
226,2008.6950136612024,-0.3192732567235342
227,2008.6951275045535,-0.3182732567235343
228,2008.6952413479053,-0.3182732567235343
229,2008.6953551912568,-0.3487732567235343
230,2008.6954690346083,-0.3512732567235343
231,2008.69558287796,-0.3872732567235343
232,2008.6956967213116,-0.3287732567235343
233,2008.6958105646631,-0.3322732567235344
234,2008.695924408015,-0.4037732567235343
235,2008.6960382513664,-0.3302732567235344
236,2008.6961520947175,-0.3227732567235343
237,2008.6962659380688,-0.3252732567235342
238,2008.6963797814208,-0.3282732567235341
239,2008.6964936247723,-0.3587732567235341
240,2008.696607468124,-0.3282732567235341
241,2008.6967213114756,-0.3277732567235342
242,2008.6968351548269,-0.3267732567235341
243,2008.6969489981784,-0.3267732567235341
244,2008.69706284153,-0.3287732567235341
245,2008.6971766848817,-0.3297732567235342
246,2008.6972905282328,-0.3277732567235342
247,2008.6974043715848,-0.3282732567235341
248,2008.6975182149365,-0.3277732567235342
249,2008.697632058288,-0.3272732567235339
250,2008.6977459016396,-0.3287732567235343
251,2008.6978597449909,-0.3292732567235342
252,2008.6979735883424,-0.3347732567235343
253,2008.698087431694,-0.3497732567235344
254,2008.6982012750452,-0.3237732567235344
255,2008.698315118397,-0.3522732567235341
256,2008.6984289617487,-0.3222732567235341
257,2008.6985428051005,-0.3197732567235344
258,2008.698656648452,-0.3192732567235342
259,2008.6987704918035,-0.3182732567235343
260,2008.6988843351548,-0.3172732567235342
261,2008.6989981785064,-0.3187732567235343
262,2008.699112021858,-0.3172732567235339
263,2008.6992258652092,-0.3167732567235341
264,2008.699339708561,-0.3172732567235342
265,2008.6994535519125,-0.3167732567235341
266,2008.699567395264,-0.3167732567235341
267,2008.699681238616,-0.3172732567235342
268,2008.6997950819675,-0.3172732567235342
269,2008.6999089253188,-0.3172732567235342
270,2008.7000227686704,-0.3167732567235341
271,2008.7001366120217,-0.3167732567235341
272,2008.7002504553732,-0.3167732567235341
273,2008.700364298725,-0.3172732567235339
274,2008.7004781420765,-0.3177732567235342
275,2008.700591985428,-0.3177732567235342
276,2008.7007058287795,-0.3187732567235343
277,2008.700819672131,-0.3197732567235342
278,2008.7009335154828,-0.3192732567235342
279,2008.7010473588343,-0.3192732567235342
280,2008.7011612021856,-0.3182732567235343
281,2008.7012750455372,-0.3197732567235342
282,2008.701388888889,-0.3207732567235343
283,2008.7015027322404,-0.3202732567235341
284,2008.701616575592,-0.3217732567235342
285,2008.7017304189435,-0.3197732567235342
286,2008.701844262295,-0.3187732567235343
287,2008.7019581056463,-0.3182732567235343
288,2008.702071948998,-0.3182732567235343
289,2008.7021857923496,-0.3187732567235343
290,2008.7022996357011,-0.3187732567235343
291,2008.702413479053,-0.3187732567235343
292,2008.7025273224044,-0.3192732567235342
293,2008.702641165756,-0.3177732567235342
294,2008.7027550091077,-0.3212732567235345
295,2008.702868852459,-0.3177732567235342
296,2008.7029826958103,-0.3187732567235343
297,2008.703096539162,-0.3187732567235343
298,2008.7032103825136,-0.3197732567235342
299,2008.703324225865,-0.3197732567235342
300,2008.7034380692169,-0.3217732567235342
301,2008.7035519125684,-0.3202732567235341
302,2008.70366575592,-0.3212732567235342
303,2008.7037795992717,-0.3212732567235342
304,2008.703893442623,-0.3212732567235342
305,2008.7040072859745,-0.3232732567235342
306,2008.704121129326,-0.3212732567235342
307,2008.7042349726776,-0.3217732567235342
308,2008.704348816029,-0.3197732567235342
309,2008.7044626593809,-0.3192732567235342
310,2008.704576502732,-0.3202732567235341
311,2008.704690346084,-0.3192732567235342
312,2008.7048041894357,-0.3222732567235343
313,2008.704918032787,-0.3227732567235343
314,2008.7050318761385,-0.3267732567235341
315,2008.70514571949,-0.3277732567235343
316,2008.705259562841,-0.3237732567235342
317,2008.705373406193,-0.3202732567235341
318,2008.7054872495448,-0.3212732567235342
319,2008.705601092896,-0.3207732567235341
320,2008.705714936248,-0.3207732567235341
321,2008.7058287795992,-0.3212732567235342
322,2008.7059426229507,-0.3207732567235343
323,2008.7060564663025,-0.3212732567235342
324,2008.706170309654,-0.3232732567235342
325,2008.7062841530053,-0.3217732567235342
326,2008.706397996357,-0.3237732567235342
327,2008.7065118397088,-0.3247732567235342
328,2008.70662568306,-0.3237732567235342
329,2008.706739526412,-0.3207732567235341
330,2008.7068533697632,-0.3202732567235341
331,2008.7069672131147,-0.3202732567235341
332,2008.7070810564664,-0.3222732567235341
333,2008.7071948998175,-0.3202732567235341
334,2008.7073087431693,-0.3187732567235341
335,2008.707422586521,-0.3177732567235342
336,2008.7075364298728,-0.3182732567235341
337,2008.707650273224,-0.3197732567235342
338,2008.707764116576,-0.3262732567235342
339,2008.7078779599271,-0.3207732567235341
340,2008.707991803279,-0.3222732567235341
341,2008.7081056466304,-0.3227732567235343
342,2008.7082194899815,-0.3252732567235342
343,2008.7083333333333,-0.3242732567235341
344,2008.7084471766848,-0.3252732567235343
345,2008.7085610200363,-0.3237732567235344
346,2008.708674863388,-0.3222732567235341
347,2008.70878870674,-0.3207732567235341
348,2008.7089025500911,-0.3217732567235343
349,2008.7090163934429,-0.3222732567235342
350,2008.7091302367944,-0.3222732567235342
351,2008.7092440801457,-0.3217732567235342
352,2008.7093579234968,-0.3227732567235343
353,2008.7094717668488,-0.3222732567235343
354,2008.7095856102003,-0.3232732567235342
355,2008.709699453552,-0.3222732567235341
356,2008.7098132969036,-0.3227732567235343
357,2008.709927140255,-0.3227732567235343
358,2008.7100409836064,-0.3227732567235343
359,2008.7101548269584,-0.3207732567235341
360,2008.7102686703097,-0.3212732567235342
361,2008.7103825136608,-0.3217732567235342
362,2008.7104963570127,-0.3207732567235343
363,2008.7106102003645,-0.3232732567235342
364,2008.710724043716,-0.3217732567235342
365,2008.7108378870676,-0.3227732567235343
366,2008.7109517304189,-0.3252732567235342
367,2008.7110655737704,-0.3252732567235342
368,2008.711179417122,-0.3227732567235343
369,2008.7112932604737,-0.3252732567235342
370,2008.7114071038247,-0.3242732567235343
371,2008.7115209471767,-0.3242732567235343
372,2008.7116347905285,-0.3227732567235342
373,2008.71174863388,-0.3172732567235343
374,2008.7118624772315,-0.3202732567235342
375,2008.7119763205828,-0.3132732567235343
376,2008.7120901639344,-0.3222732567235342
377,2008.712204007286,-0.3197732567235341
378,2008.7123178506372,-0.3197732567235342
379,2008.7124316939887,-0.3207732567235342
380,2008.7125455373407,-0.3212732567235342
381,2008.712659380692,-0.3222732567235341
382,2008.712773224044,-0.3237732567235342
383,2008.7128870673955,-0.3232732567235343
384,2008.7130009107468,-0.3242732567235341
385,2008.7131147540983,-0.3227732567235343
386,2008.7132285974496,-0.3237732567235343
387,2008.7133424408012,-0.3222732567235343
388,2008.713456284153,-0.3207732567235343
389,2008.7135701275045,-0.3197732567235342
390,2008.713683970856,-0.3172732567235341
391,2008.713797814208,-0.3197732567235342
392,2008.7139116575595,-0.3117732567235341
393,2008.7140255009108,-0.3232732567235342
394,2008.7141393442623,-0.3172732567235343
395,2008.7142531876136,-0.3192732567235341
396,2008.7143670309651,-0.3147732567235344
397,2008.714480874317,-0.3135232567235342
398,2008.7145947176684,-0.3127732567235343
399,2008.71470856102,-0.3175232567235343
400,2008.7148224043715,-0.3175232567235343
401,2008.7149362477232,-0.3237732567235344
402,2008.7150500910748,-0.3222732567235341
403,2008.7151639344263,-0.3212732567235342
404,2008.7152777777776,-0.3202732567235343
405,2008.7153916211291,-0.3167732567235342
406,2008.7155054644809,-0.3182732567235341
407,2008.7156193078324,-0.3177732567235342
408,2008.715733151184,-0.3182732567235341
409,2008.7158469945357,-0.3152732567235342
410,2008.715960837887,-0.3187732567235344
411,2008.7160746812383,-0.3160232567235342
412,2008.71618852459,-0.3159399233902009
413,2008.7163023679416,-0.3166065900568674
414,2008.716416211293,-0.3197732567235342
415,2008.7165300546449,-0.3196506152141002
416,2008.7166438979964,-0.3195279737046662
417,2008.716757741348,-0.3179053321952322
418,2008.7168715846997,-0.3157826906857982
419,2008.716985428051,-0.3166600491763644
420,2008.7170992714025,-0.3155374076669303
421,2008.717213114754,-0.3164147661574965
422,2008.7173269581056,-0.3187921246480625
423,2008.717440801457,-0.3226694831386285
424,2008.7175546448088,-0.3222801749625279
425,2008.7176684881604,-0.3218908667864272
426,2008.717782331512,-0.3215015586103266
427,2008.7178961748637,-0.321112250434226
428,2008.718010018215,-0.3207229422581253
429,2008.7181238615665,-0.3203336340820247
430,2008.718237704918,-0.3199443259059241
431,2008.7183515482693,-0.3195550177298235
432,2008.718465391621,-0.3191657095537229
433,2008.7185792349728,-0.3187764013776222
434,2008.718693078324,-0.3183870932015216
435,2008.718806921676,-0.317997785025421
436,2008.7189207650276,-0.3176084768493204
437,2008.719034608379,-0.3172191686732197
438,2008.7191484517305,-0.3168298604971191
439,2008.719262295082,-0.3164405523210185
440,2008.7193761384333,-0.3160512441449178
441,2008.719489981785,-0.3156619359688172
442,2008.7196038251368,-0.3152726277927166
443,2008.719717668488,-0.314883319616616
444,2008.71983151184,-0.3144940114405153
445,2008.7199453551912,-0.3141047032644147
446,2008.720059198543,-0.313715395088314
447,2008.7201730418944,-0.3133260869122135
448,2008.720286885246,-0.3129367787361128
449,2008.7204007285973,-0.3125474705600122
450,2008.720514571949,-0.3121581623839116
451,2008.7206284153008,-0.3117688542078109
452,2008.720742258652,-0.3113795460317103
453,2008.720856102004,-0.3109902378556096
454,2008.7209699453551,-0.310600929679509
455,2008.721083788707,-0.3102116215034084
456,2008.7211976320584,-0.3098223133273078
457,2008.72131147541,-0.3094330051512072
458,2008.7214253187612,-0.3090436969751066
459,2008.721539162113,-0.3086543887990058
460,2008.7216530054643,-0.3082650806229053
461,2008.721766848816,-0.3078757724468046
462,2008.721880692168,-0.307486464270704
463,2008.7219945355191,-0.3070971560946034
464,2008.7221083788704,-0.3067078479185027
465,2008.7222222222224,-0.3063185397424021
466,2008.7223360655737,-0.3059292315663015
467,2008.7224499089248,-0.3055399233902009
468,2008.7225637522768,-0.3033045067235342
469,2008.7226775956285,-0.3083357567235343
470,2008.72279143898,-0.3073670067235342
471,2008.722905282332,-0.3048982567235342
472,2008.723019125683,-0.3019295067235341
473,2008.7231329690344,-0.3004607567235343
474,2008.7232468123864,-0.2939920067235341
475,2008.7233606557377,-0.2975232567235342
476,2008.7234744990888,-0.2960545067235344
477,2008.7235883424407,-0.2940857567235343
478,2008.7237021857925,-0.2906170067235343
479,2008.723816029144,-0.2896482567235342
480,2008.7239298724955,-0.2826795067235342
481,2008.724043715847,-0.2827107567235341
482,2008.7241575591984,-0.2832420067235342
483,2008.72427140255,-0.2795232567235343
484,2008.7243852459017,-0.2758045067235343
485,2008.7244990892527,-0.2720857567235343
486,2008.7246129326047,-0.2683670067235343
487,2008.724726775956,-0.2688982567235343
488,2008.724840619308,-0.268929506723534
489,2008.7249544626595,-0.2659607567235341
490,2008.7250683060108,-0.2614920067235342
491,2008.7251821493624,-0.2584827161829937
492,2008.725295992714,-0.2554734256424531
493,2008.7254098360656,-0.2524641351019125
494,2008.7255236794167,-0.2494548445613721
495,2008.7256375227687,-0.2464455540208315
496,2008.72575136612,-0.243436263480291
497,2008.725865209472,-0.2404269729397505
498,2008.7259790528235,-0.2374176823992099
499,2008.7260928961748,-0.2344083918586693
500,2008.7262067395263,-0.2348678513181289
501,2008.7263205828776,-0.2348273107775883
502,2008.7264344262296,-0.2357867702370477
503,2008.7265482695807,-0.2397462296965072
504,2008.726662112933,-0.2417056891559667
505,2008.726775956284,-0.2416651486154261
506,2008.726889799636,-0.2401246080748856
507,2008.7270036429877,-0.236084067534345
508,2008.7271174863388,-0.2370435269938045
509,2008.7272313296903,-0.235502986453264
510,2008.7273451730416,-0.2344624459127235
511,2008.7274590163931,-0.2334219053721829
512,2008.727572859745,-0.2323813648316424
513,2008.7276867030969,-0.2318408242911018
514,2008.727800546448,-0.2318002837505613
515,2008.7279143898,-0.2302597432100208
516,2008.7280282331512,-0.2297192026694802
517,2008.7281420765028,-0.2286786621289396
518,2008.7282559198543,-0.2271381215883992
519,2008.7283697632056,-0.2265975810478585
520,2008.7284836065571,-0.226557040507318
521,2008.7285974499089,-0.2240164999667775
522,2008.7287112932604,-0.222975959426237
523,2008.728825136612,-0.2219354188856964
524,2008.7289389799637,-0.2208948783451559
525,2008.7290528233152,-0.2198543378046153
526,2008.7291666666667,-0.2208137972640747
527,2008.7292805100185,-0.2262732567235343
528,2008.7293943533696,-0.2307732567235341
529,2008.729508196721,-0.2342732567235341
530,2008.7296220400729,-0.2367732567235343
531,2008.7297358834244,-0.2142732567235341
532,2008.729849726776,-0.2372732567235341
533,2008.7299635701277,-0.2372732567235343
534,2008.730077413479,-0.2342732567235343
535,2008.7301912568305,-0.205773256723534
536,2008.7303051001825,-0.2022732567235342
537,2008.7304189435336,-0.2082732567235342
538,2008.7305327868853,-0.2117732567235343
539,2008.7306466302368,-0.2247732567235343
540,2008.7307604735884,-0.2302732567235343
541,2008.73087431694,-0.2297732567235343
542,2008.7309881602916,-0.2297732567235342
543,2008.731102003643,-0.2287732567235341
544,2008.7312158469945,-0.2292732567235341
545,2008.731329690346,-0.2317732567235342
546,2008.7314435336973,-0.2302732567235341
547,2008.7315573770493,-0.2317732567235343
548,2008.7316712204008,-0.2317732567235343
549,2008.7317850637523,-0.2317732567235343
550,2008.731898907104,-0.2307732567235342
551,2008.7320127504556,-0.2297732567235342
552,2008.732126593807,-0.2302732567235343
553,2008.7322404371585,-0.2302732567235343
554,2008.73235428051,-0.2297732567235341
555,2008.7324681238613,-0.2297732567235341
556,2008.732581967213,-0.2307732567235342
557,2008.7326958105648,-0.2292732567235341
558,2008.7328096539163,-0.2297732567235341
559,2008.732923497268,-0.2307732567235342
560,2008.7330373406196,-0.2312732567235341
561,2008.733151183971,-0.2307732567235342
562,2008.7332650273224,-0.2307732567235342
563,2008.733378870674,-0.2302732567235343
564,2008.7334927140253,-0.2267732567235341
565,2008.733606557377,-0.2212732567235342
566,2008.7337204007283,-0.2227732567235343
567,2008.73383424408,-0.2237732567235342
568,2008.733948087432,-0.2247732567235343
569,2008.7340619307836,-0.2252732567235344
570,2008.7341757741349,-0.2252732567235343
571,2008.7342896174864,-0.2252732567235343
572,2008.734403460838,-0.2262732567235341
573,2008.7345173041892,-0.2257732567235342
574,2008.734631147541,-0.2257732567235342
575,2008.7347449908923,-0.2307732567235342
576,2008.734858834244,-0.2307732567235341
577,2008.734972677596,-0.2297732567235342
578,2008.735086520947,-0.2297732567235342
579,2008.7352003642984,-0.2297732567235342
580,2008.7353142076504,-0.2302732567235341
581,2008.735428051002,-0.2307732567235341
582,2008.7355418943532,-0.2302732567235341
583,2008.735655737705,-0.2317732567235342
584,2008.7357695810565,-0.2302732567235341
585,2008.735883424408,-0.2322732567235344
586,2008.73599726776,-0.2277732567235343
587,2008.736111111111,-0.2292732567235343
588,2008.7362249544624,-0.2337732567235342
589,2008.736338797814,-0.2182732567235342
590,2008.7364526411657,-0.2207732567235342
591,2008.7365664845167,-0.2302732567235343
592,2008.736680327869,-0.2177732567235343
593,2008.7367941712205,-0.2222732567235344
594,2008.736908014572,-0.1967732567235343
595,2008.7370218579235,-0.1837732567235341
596,2008.737135701275,-0.2067732567235342
597,2008.7372495446264,-0.2132732567235342
598,2008.737363387978,-0.2197732567235343
599,2008.7374772313296,-0.2177732567235342
600,2008.7375910746807,-0.2122732567235342
601,2008.7377049180327,-0.1912732567235342
602,2008.737818761384,-0.2117732567235342
603,2008.737932604736,-0.1982732567235341
604,2008.7380464480875,-0.1677732567235342
605,2008.738160291439,-0.1547732567235343
606,2008.7382741347903,-0.1837732567235341
607,2008.738387978142,-0.191273256723534
608,2008.7385018214936,-0.1962732567235342
609,2008.7386156648447,-0.1582732567235341
610,2008.738729508197,-0.1632732567235344
611,2008.738843351548,-0.1632732567235343
612,2008.7389571949,-0.1637732567235342
613,2008.7390710382515,-0.1647732567235343
614,2008.739184881603,-0.1652732567235343
615,2008.7392987249543,-0.1647732567235343
616,2008.739412568306,-0.1652732567235343
617,2008.7395264116576,-0.1637732567235342
618,2008.739640255009,-0.1657732567235342
619,2008.739754098361,-0.1662732567235342
620,2008.739867941712,-0.1652732567235343
621,2008.739981785064,-0.1642732567235342
622,2008.7400956284152,-0.1567732567235341
623,2008.7402094717668,-0.1557732567235343
624,2008.7403233151183,-0.1507732567235342
625,2008.74043715847,-0.141273256723534
626,2008.7405510018216,-0.1312732567235341
627,2008.740664845173,-0.1327732567235342
628,2008.7407786885249,-0.1407732567235341
629,2008.740892531876,-0.1457732567235343
630,2008.741006375228,-0.1482732567235343
631,2008.7411202185792,-0.1462732567235343
632,2008.7412340619308,-0.1352732567235342
633,2008.7413479052825,-0.1322732567235341
634,2008.7414617486336,-0.118071333646611
635,2008.741575591985,-0.124369410569688
636,2008.7416894353369,-0.1221674874927649
637,2008.7418032786888,-0.1199655644158418
638,2008.74191712204,-0.1232636413389187
639,2008.742030965392,-0.1200617182619957
640,2008.7421448087432,-0.0993597951850726
641,2008.7422586520947,-0.1041578721081496
642,2008.7423724954465,-0.1134559490312265
643,2008.7424863387976,-0.1137540259543035
644,2008.742600182149,-0.1135521028773804
645,2008.7427140255008,-0.1143501798004572
646,2008.7428278688524,-0.1141482567235342
647,2008.742941712204,-0.1109463336466112
648,2008.743055555556,-0.111744410569688
649,2008.7431693989072,-0.1110424874927649
650,2008.7432832422587,-0.1103405644158418
651,2008.7433970856105,-0.1096386413389188
652,2008.7435109289615,-0.1089367182619957
653,2008.7436247723133,-0.1092347951850727
654,2008.7437386156648,-0.1090328721081496
655,2008.7438524590164,-0.1088309490312264
656,2008.743966302368,-0.1086290259543033
657,2008.7440801457196,-0.1084271028773802
658,2008.744193989071,-0.1082251798004573
659,2008.7443078324227,-0.107023256723534
660,2008.7444216757744,-0.105821333646611
661,2008.7445355191255,-0.105119410569688
662,2008.7446493624773,-0.1049174874927648
663,2008.7447632058288,-0.1042155644158417
664,2008.7448770491803,-0.1035136413389186
665,2008.744990892532,-0.1038117182619957
666,2008.7451047358836,-0.1021097951850725
667,2008.745218579235,-0.1019078721081496
668,2008.7453324225864,-0.1002059490312264
669,2008.745446265938,-0.1005040259543034
670,2008.7455601092895,-0.0963021028773803
671,2008.7456739526413,-0.0951001798004573
672,2008.7457877959928,-0.0933982567235343
673,2008.7459016393443,-0.0911963336466112
674,2008.746015482696,-0.089494410569688
675,2008.7461293260476,-0.0907924874927649
676,2008.746243169399,-0.090590564415842
677,2008.7463570127504,-0.0898886413389189
678,2008.746470856102,-0.0881867182619957
679,2008.7465846994533,-0.0889847951850727
680,2008.746698542805,-0.0832828721081495
681,2008.7468123861568,-0.0815809490312264
682,2008.7469262295083,-0.0783790259543033
683,2008.74704007286,-0.0831771028773803
684,2008.7471539162116,-0.0769751798004572
685,2008.7472677595629,-0.0792732567235342
686,2008.7473816029144,-0.0717732567235341
687,2008.747495446266,-0.0697732567235343
688,2008.7476092896172,-0.0722732567235342
689,2008.747723132969,-0.0617732567235341
690,2008.7478369763203,-0.0607732567235342
691,2008.747950819672,-0.0592732567235342
692,2008.748064663024,-0.0512732567235343
